rid	qln	items
ACNY3XUO2ANO2	1	['B008DC6E4S']
ACNY3XUO2ANO2	12	['B004KPTVUG']
ACNY3XUO2ANO2	30	['B00COB3RT4']
ACNZX639EJOER	10	['B00931RKKA']
ACNZX639EJOER	12	['B006EC5X6O']
ACO3U8DT64IV6	1	['B00EPLTC1I']
ACO3U8DT64IV6	27	['B00DGBAEDI']
ACO3U8DT64IV6	31	['B00DBVV8QA']
ACO79KF0T6R08	13	['B0052QLDQW']
ACO79KF0T6R08	15	['B00H5I8MNM']
ACOY27B8M8MU9	1	['B004M5KV3A', 'B0054H3YZC']
ACOY27B8M8MU9	12	['B00BL5FBFW']
ACOYU89YK5AVS	10	['B007JZGO6S', 'B003TXZDNO']
ACOYU89YK5AVS	6	['B000H2451G']
ACPLYRNV3TVI5	1	['B004E329L2', 'B0080MOT7K', 'B0071U4T40', 'B005VNJNA4', 'B004E30BJO', 'B004YN958M']
ACPNA5348U2YT	1	['B008HU23PA']
ACPNA5348U2YT	23	['B00D9AVYBM']
ACPNA5348U2YT	28	['B00D9AVYBM']
ACPTRGR8RO22Y	1	['B00CGS7HF0']
ACPV29SBTSTBS	1	['B008LFTCAK']
ACPV29SBTSTBS	12	['B004WEP0PK', 'B007ZGTY86', 'B008LFTCAK']
ACPV29SBTSTBS	15	['B00E9MUNSO']
ACPV29SBTSTBS	23	['B004A9FI2M']
ACPZ6AK253BVS	1	['B007IJ7T5K', 'B006ARYDK0']
ACQ1AIXE9PIF3	1	['B0059YUR96', 'B00ASJMY3E', 'B0076GM76G', 'B0090ZRRUW']
ACQ1AIXE9PIF3	11	['B00ASJMY3E']
ACQGF9PXBB35M	1	['B005SUHPO6']
ACQGF9PXBB35M	15	['B005OW4BFE']
ACQGF9PXBB35M	27	['B0099RGRT8']
ACQK1VZ94OLVB	1	['B00DG2534W', 'B00DY2A5A6']
ACQK1VZ94OLVB	27	['B00JX4USZ6']
ACQTG84OJ3WQR	1	['B0098FKHBU', 'B001H3ON0W']
ACQTG84OJ3WQR	12	['B00BO2OU90']
ACQTG84OJ3WQR	14	['B00BO2OU90']
ACQU00WH4BF6	1	['B0046D3T5A', 'B005ZG0342']
ACQYIC13JXAOI	1	['B002VPE1NY']
ACQYIC13JXAOI	22	['B002VPE1NY']
ACQYIC13JXAOI	28	['B006E8MKZU']
ACR4A8H4J7YNA	1	['B00ADH7242', 'B00APTSLDO', 'B00ACCQB4U', 'B009XVQY9I']
ACR4A8H4J7YNA	11	['B00ADH7242', 'B00APTSLDO', 'B00ACCQB4U']
ACR70WFFERNG6	1	['B005SRRZ80']
ACR70WFFERNG6	11	['B005SRRZ80']
ACR70WFFERNG6	15	['B00508I446']
ACREHLVRC4H5B	1	['B004AJ8PG8']
ACREHLVRC4H5B	23	['B004AJ8PG8']
ACRHIAZZ8WFDF	1	['B007D6J64K', 'B0069V9PYG', 'B009N6S4G4']
ACRIUHXH5F6V8	10	['B006D9Q3GC']
ACRIUHXH5F6V8	12	['B00F10WAIE']
ACRIUHXH5F6V8	15	['B005GZI13C']
ACRMQUNZFVQ3Y	31	['B006GBU0SO']
ACRNQ3PNK4JB0	1	['B00BYJXGP2']
ACRNQ3PNK4JB0	10	['B00FEZFJ5W']
ACS10ZOB8XCGO	12	['B00ABBZNPA']
ACS10ZOB8XCGO	6	['B007MC6WGK']
ACS11MUBNL4TH	1	['B003UIPTW8', 'B009C6KFE4', 'B009L25NZ0']
ACSBW2P0IQ7EU	1	['B00B087YQY', 'B009C9CG3E', 'B0098FKIZU']
ACSBW2P0IQ7EU	20	['B009B9YWB4']
ACSIUHWSMPM2Y	13	['B008QBFD2K']
ACSIUHWSMPM2Y	37	['B005NF5NTK']
ACSIUHWSMPM2Y	5	['B005NF5NTK']
ACSM2P5VE6KD7	1	['B008LFTCAK']
ACSM2P5VE6KD7	12	['B008LFTCAK']
ACSM5OX3HI5SZ	1	['B0055AGUMW']
ACSM5OX3HI5SZ	103	['B0043EV20Q']
ACSM5OX3HI5SZ	12	['B00CDWTQD0']
ACSM5OX3HI5SZ	6	['B0043EV20Q']
ACSN9XEO8SHH4	1	['B00EPLTC1I']
ACSN9XEO8SHH4	3	['B0085TWHXQ']
ACSPLPK26EJ0W	1	['B004RDH8OM', 'B00ASJMY3E']
ACSPLPK26EJ0W	11	['B00ASJMY3E']
ACSPLPK26EJ0W	13	['B004I5J20M']
ACSPLPK26EJ0W	26	['B004RDH8OM']
ACSSZVWK8QGM0	1	['B00DGZXNOQ', 'B000PIHG9U']
ACSSZVWK8QGM0	27	['B009CNPAWY']
ACSSZVWK8QGM0	9	['B0060BOYSM']
ACT05WU1PD76F	6	['B0092KJ9BU', 'B005LISQ0W']
ACTBLEKAN4L2U	1	['B009B3TVX4', 'B004MME09O', 'B0082PH1MK', 'B0013NUD2I']
ACTBLEKAN4L2U	6	['B0092KJ9BU', 'B004Q3PYIU']
ACUJMHZAHHOI9	1	['B0052CHOS2']
ACUJMHZAHHOI9	16	['B0061YRDX6']
ACUJMHZAHHOI9	22	['B0052CHOS2']
ACUL9W4OI6UYX	1	['B009GSB1KU', 'B009E87SD6', 'B009GSFEYY']
ACUN4M7SQ7KFV	1	['B0057GSUOA']
ACUN4M7SQ7KFV	16	['B007INF67O', 'B0053HSZQG', 'B00DUJ6TYY']
ACUN4M7SQ7KFV	5	['B005XQSN9G']
ACUR3GIIIQDV1	1	['B006GLR99M', 'B005YFE8AY', 'B00AWNTX8U', 'B0071U4QCA']
ACUR3GIIIQDV1	11	['B00AWNTX8U']
ACUT3YEPWFGOV	1	['B00400VOJ2', 'B0053FPKAC', 'B002MVVLM6', 'B006WVZT3O', 'B004I53B8G', 'B005DOTWSY', 'B003SHR7Y4']
ACUT3YEPWFGOV	12	['B003TM5AJM']
ACV918D2JIQ24	1	['B004AJ8PG8', 'B003SHN194', 'B005G6GCTG']
ACV918D2JIQ24	23	['B004AJ8PG8']
ACV918D2JIQ24	44	['B003SHN194']
ACVDL5QRCOPE1	12	['B009A51Y1U', 'B009A51Y10']
ACVDL5QRCOPE1	31	['B002M3TLLC']
ACVDL5QRCOPE1	6	['B005PUZO92']
ACVHSFI01CVMP	1	['B0092AXLPU', 'B003ZMN54S', 'B003TZI39I', 'B004PA27ES']
ACVQQIDW6AMKS	6	['B0092KJ9BU']
ACVTY7Q3E6I8U	1	['B0089I25Y4']
ACW4IVKIKGFTU	27	['B003Y3BEV4', 'B004G1L52Q']
ACWV9X8B25HBS	1	['B0096BSF1U']
ACWV9X8B25HBS	10	['B00AWN86II']
ACX4F98B5EC8N	1	['B005SUHRVC']
ACX80IV6CGBZ0	1	['B00ESJGM4W']
ACX80IV6CGBZ0	6	['B0049SKHYS']
ACX8NUXWUQ8X3	1	['B004M5KV3A', 'B004B1WJ8K']
ACX8NUXWUQ8X3	32	['B004B1WJ8K']
ACX9IMPJOYZ2I	1	['B004ZP72M0']
ACX9IMPJOYZ2I	22	['B004ZP72M0']
ACXGDZ6UEIB46	1	['B0071AQNVW']
ACXP54NL9ZELN	1	['B00A6WWPAK', 'B00DMKGPP4']
ACXP54NL9ZELN	12	['B00BL5FBFW']
ACXP54NL9ZELN	19	['B00A6WWPAK']
ACXP54NL9ZELN	23	['B00A6WWPAK']
ACXR8PV6PLUDV	1	['B0092RWW44']
ACXR8PV6PLUDV	12	['B006JB6XH8', 'B00BL5FBFW']
ACXR8PV6PLUDV	6	['B0092KJ9BU']
ACXXMZNVD55BF	1	['B0093IHVJI', 'B00B087YQY']
ACXXMZNVD55BF	12	['B0092QSQ3Q']
ACY0PZK1N89A3	6	['B0002F7I94']
ACYANSO2REKG6	1	['B004WIQW3U']
ACYANSO2REKG6	23	['B004WIQW3U']
ACYANSO2REKG6	4	['B00ABV1FJI']
ACYLJ8RNXRL0D	1	['B003OQUKT8', 'B0042J8L1A']
ACYMT1PL5FO9C	135	['B00511PS3C']
ACYMT1PL5FO9C	137	['B00511PS3C']
ACYMT1PL5FO9C	17	['B00511PS3C']
ACYMT1PL5FO9C	30	['B006U0X7UY']
ACYMT1PL5FO9C	37	['B00511PS3C']
ACYMT1PL5FO9C	6	['B0009B0IX4', 'B001BKFMZ6', 'B002UXQT2S']
ACYT8KA2HVMXJ	1	['B00I3ULLNO']
ACYT8KA2HVMXJ	12	['B00C5SMPA8']
ACYT8KA2HVMXJ	13	['B00C5X4146']
ACZB9XNC98UY1	1	['B003ZHV6D0', 'B00JLWFQHU', 'B009ANUM9C']
ACZB9XNC98UY1	12	['B00IKRHCCY']
ACZD1BCN2YU67	10	['B001XXUOQI']
ACZD1BCN2YU67	15	['B00F6SQ7IK']
ACZD1BCN2YU67	31	['B00F6SQ7IK']
ACZLB7EEGDAFW	1	['B006FQJ112', 'B005SUHPO6']
ACZO3TL8T3MGM	1	['B00ENOAYVY', 'B002CNRFAG']
ACZP1PGN415J1	1	['B005LUBUT4']
ACZV8LYFVYKCN	1	['B009PYUOTO']
ACZV8LYFVYKCN	10	['B009ZBUKHS']
ACZYLE440LNVT	15	['B00AA6CS86']
ACZYLE440LNVT	37	['B00AA6CS86']
ACZYLE440LNVT	5	['B00AA6CS86']
AD00RQLTDBIO2	1	['B004IK9GXK']
AD00RQLTDBIO2	126	['B00EF1OGOG']
AD00RQLTDBIO2	15	['B00EF1OGOG']
AD00RQLTDBIO2	37	['B00EF1OGOG']
AD00RQLTDBIO2	5	['B00EF1OGOG']
AD031U15CTPT3	1	['B00IJ1OLFC']
AD031U15CTPT3	12	['B00CMDYV0S']
AD031U15CTPT3	13	['B00I3ULVLQ']
AD08GOTHMGNKR	1	['B004IAKVDY', 'B005TENCJI']
AD0I90YMJJH3N	1	['B00KB9AWEE', 'B00IJ1911G']
AD0IJBVJ4FPB7	1	['B0098FKHBU', 'B009GS5ME6', 'B004I53BOA']
AD0M0TCMGCLSY	1	['B00HUWBD2K']
AD0M0TCMGCLSY	50	['B003SSGO8I']
AD0NFMH5V4XNX	1	['B004K575E0', 'B004CW94XG']
AD0NFMH5V4XNX	16	['B004SBJHW4']
AD0OENWU7N4L6	1	['B003VC8X8U']
AD0OENWU7N4L6	4	['B00470ERYO']
AD0OENWU7N4L6	6	['B001V9LKR6']
AD0RMJ9K1DQYF	1	['B004SKBJR6', 'B004WLXB6S']
AD0VA39FRVNKN	1	['B0054T2BBI', 'B005JHIYLG']
AD1J33MP88ZKF	1	['B00GMVAHKY']
AD1MKV7SJ7EZU	1	['B00G3P7HN4', 'B00H4PCVQ0']
AD1P2RS2GJ5WY	1	['B009YL71BW', 'B00FW1UAAC', 'B00AH382YQ']
AD1RQXFYGCGAC	1	['B009OY4QXK', 'B006UYDCI2', 'B009YL71BW']
AD20KMDUDP5EF	1	['B004IUQNYU', 'B004N79HGO', 'B005SUHPO6', 'B004IAC0PQ']
AD20KMDUDP5EF	11	['B004IUQNYU']
AD20KMDUDP5EF	12	['B003RZTCWC']
AD25P1F88Z0EH	13	['B009EIVQM0']
AD282G4SASSBE	1	['B0043RTJFI', 'B0045IQKQQ', 'B0093CDLM0']
AD282G4SASSBE	12	['B004Y0R9DI']
AD282G4SASSBE	16	['B004B9QNJS']
AD29UXW42GRA4	27	['B004ALHMDS']
AD2BQ8GBVDA1O	25	['B004PYEEZO']
AD2ESR3TU0NP3	1	['B005G21PGA', 'B005VNK7T0']
AD2UZLAJZ9AY9	12	['B0044IK8VU']
AD2UZLAJZ9AY9	13	['B007BYDA1O']
AD2Y0O2F8IHPS	15	['B0013G8PTS', 'B003UC93WQ']
AD2Y0O2F8IHPS	34	['B0013G8PTS']
AD2Y0O2F8IHPS	5	['B008UCNHWS']
AD342OQX4EFN7	10	['B009ZBUKHS']
AD342OQX4EFN7	17	['B004LSN0GS']
AD342OQX4EFN7	3	['B0023TX5EY']
AD3L2C20LB7EP	1	['B00AOCSFYC', 'B005SUHPO6']
AD3W6H3OSQMGI	1	['B00AA2S8OS']
AD4157JAQ17T9	15	['B0013G8PTS']
AD4157JAQ17T9	34	['B0013G8PTS']
AD4JBCY06ABSI	1	['B0084JCK84', 'B0090ZRRUW', 'B00756KYD0']
AD4K58W3ZBI9M	1	['B006ARYDK0']
AD4NAQP0X2GNO	12	['B0085BD0Z8', 'B00BT7RAPG']
AD4NAQP0X2GNO	14	['B00BT7RAPG']
AD4VJ5IQFH4IG	1	['B00C47V0FG']
AD4VZUNPC6N9	1	['B0097MB2OK']
AD4XKDR0MD7JO	2	['B0056C0KI4']
AD589AEQQG66S	1	['B007404WKI', 'B005SUHPO6']
AD59JW4LZJNMP	1	['B009IUYF40', 'B009RNI82I', 'B009B95E1G', 'B009XVQY9I']
AD5BG8G0AVG8O	1	['B005SUHPO6']
AD5BG8G0AVG8O	12	['B00AGABISW']
AD5BG8G0AVG8O	17	['B005LGUE22']
AD5K250C6DLA3	1	['B00AYUJUPM', 'B0069GQYYA', 'B00CGS7HF0', 'B008WU1UJK']
AD5QO74N98322	16	['B0075WLO60', 'B008Q24UNM']
AD5QO74N98322	20	['B004003HAG']
AD5QO74N98322	23	['B00E45043A']
AD5QO74N98322	28	['B00E45043A']
AD670O3QAP7TL	16	['B0067WEX1M']
AD6EZBV2ENNF4	1	['B005LFQVR0']
AD6EZBV2ENNF4	20	['B009P16FKY']
AD6EZBV2ENNF4	4	['B00D8ER2EC']
AD6IW4HGRY4M9	1	['B002SDD6Z8']
AD6IW4HGRY4M9	6	['B005LISQ0W']
AD6JYS5M2JS3V	1	['B00DMKGPP4']
AD6JYS5M2JS3V	22	['B0099XQNRI']
AD6QAEWSK4PDE	12	['B00BMXTI0C']
AD6QAEWSK4PDE	6	['B000E6MJW2']
AD6QAEWSK4PDE	79	['B005PT14FQ']
AD6ZRUUUIVQPQ	1	['B005SUHRVC', 'B000ROGDNM']
AD6ZRUUUIVQPQ	27	['B00CIYCDOC']
AD73VMNYB8XVX	1	['B00A6WWPAK', 'B00CC1G0JK']
AD73VMNYB8XVX	19	['B00A6WWPAK']
AD73VMNYB8XVX	23	['B00A6WWPAK']
AD75DV2LKDOW7	5	['B002D4IHYM']
AD7LC1UTXBPWD	12	['B00ISZ0AFO']
AD7P7NHIQBSF8	1	['B00F02BOQM', 'B009GSFEYY']
AD7QG823MW6J9	12	['B005X0UJS0', 'B00IELRKHI']
AD7QG823MW6J9	28	['B004AYZKE8', 'B0057GUFEI', 'B00GJY6Y7E']
AD7VC366RIXCR	10	['B00CE28022']
AD7VC366RIXCR	17	['B00COVM2UO']
AD7VC366RIXCR	31	['B00COVM2UO']
AD7VC366RIXCR	6	['B007L5NKZO']
AD8EAN16XJVP6	1	['B008LFTCAK', 'B008HU23PA', 'B00CI38Z8G']
AD8EAN16XJVP6	12	['B008LFTCAK']
AD9DYEZBHRR3G	1	['B004VGYETW']
AD9DYEZBHRR3G	12	['B003RZTCWC']
AD9M94UK3SUV6	1	['B00E486Q9I', 'B003SX0P1A', 'B009AIB868']
AD9M94UK3SUV6	23	['B00CQDX0EW']
AD9M94UK3SUV6	32	['B003SX0P1A']
AD9MNP7YY3BS	1	['B0059YUR96']
AD9MNP7YY3BS	31	['B00ABDJ3YU']
AD9Y4VOU9OB7P	12	['B00AOK46TC']
ADA0CDISNCDYM	1	['B00DCIZJ5S']
ADA0CDISNCDYM	17	['B00DAGJ8PO']
ADAFHLGRQOBZH	1	['B00526TWE2']
ADAOSHZQ7QN72	1	['B00DB0J0QQ']
ADAOSHZQ7QN72	12	['B006JB6XH8']
ADAOSHZQ7QN72	22	['B00DB0J0QQ']
ADAPG8M4QTCPJ	1	['B0099YAWWO', 'B0090YGJ4I']
ADAPG8M4QTCPJ	12	['B00843XSGS']
ADB8VTDPU0U22	10	['B007JZGO6S']
ADB8VTDPU0U22	9	['B007STDALM']
ADBBJMKPENE7Y	1	['B009IFU5P8']
ADBBJMKPENE7Y	35	['B00AMT7DCC']
ADBECZJ2MJPC6	1	['B008HU23PA', 'B00G3AXL7A', 'B0090DTZ2W']
ADBEFG0ITWG41	1	['B009IFU5P8', 'B005SUHPO6', 'B008QUIAYY']
ADBFDK9868EFV	1	['B005J425JG']
ADBFDK9868EFV	27	['B0099RGRT8']
ADBHIPICHGAM8	1	['B002MZZSEO']
ADBHIPICHGAM8	27	['B008YKU3A0']
ADBQC2L42JG0J	1	['B0093CDLM0', 'B009B0CXL4']
ADBQC2L42JG0J	27	['B0099RGRT8']
ADBQVZVA02D7V	1	['B0059DLLJC']
ADBTPCJ939VUZ	1	['B007PY653A', 'B00A8VXWHE']
ADC1YN9VW382Z	1	['B005JHIYLG', 'B004W3PPEW']
ADC1YN9VW382Z	19	['B005WF9OHI']
ADC1YN9VW382Z	31	['B0068XRYTI']
ADC3N9BWZYMK1	1	['B00AHED2FE', 'B009RNI82I', 'B00B3FRUY0']
ADC6JYU28MKL3	1	['B00DDVESKQ']
ADC6JYU28MKL3	22	['B0098T62GA']
ADC6JYU28MKL3	28	['B00FDZMC9Y']
ADC6JYU28MKL3	38	['B00FDZMC9Y']
ADCHM9965P5X3	1	['B00BBD0A82', 'B006HDABKI']
ADCHM9965P5X3	11	['B00BBD0A82']
ADCLG1T5X6S0	1	['B0089F2ILM']
ADCLG1T5X6S0	10	['B007Z419BI']
ADCLG1T5X6S0	45	['B003YX45CY']
ADD8TLQ7GH591	1	['B009HCSKM2', 'B004HGUVPM']
ADD8TLQ7GH591	17	['B004LSN0GS']
ADDDFVHP3CSVA	103	['B0043EV20Q']
ADDDFVHP3CSVA	15	['B00FH66AW4']
ADDDFVHP3CSVA	6	['B0043EV20Q']
ADDDFVHP3CSVA	84	['B00FH66AW4']
ADDT2N5HARR99	1	['B006USG7ZI', 'B008EU7HRM']
ADDXVQN0HQAFY	12	['B002BXPPDQ']
ADDXVQN0HQAFY	17	['B00AZ8K1J2']
ADDXVQN0HQAFY	23	['B002GE7NEO']
ADE1CCQ44J7T1	1	['B00CFVNXTC', 'B009NR7K2W']
ADEC2WFLS1LZY	1	['B00891DWR0', 'B008BQV93C', 'B008A0WPR8', 'B004IAFTMM']
ADEGYRIVEFGJU	1	['B00A6WWPAK']
ADEGYRIVEFGJU	19	['B00A6WWPAK']
ADEGYRIVEFGJU	20	['B009HN5IO4', 'B00BD4BLM8']
ADEGYRIVEFGJU	23	['B00A6WWPAK']
ADEGYRIVEFGJU	27	['B0099RGRT8']
ADEI6MDTDL1B0	1	['B00413NSUQ', 'B004BW9SA6']
ADEI6MDTDL1B0	13	['B00C0Q9PJO']
ADEVBXUS0RSIR	17	['B00D64PN36']
ADF3NY8332Q9N	1	['B001AQQ7KA', 'B003XKVMA6']
ADF3NY8332Q9N	12	['B0067AHXIY']
ADF3NY8332Q9N	23	['B001AS6J24']
ADF50VIG3XWKG	1	['B00BKWJM5Q', 'B009IFU5P8', 'B005D5ZO58']
ADF8NCF187SPV	1	['B0093IHVJI', 'B009POO0DU', 'B000IEDI66', 'B007A4JVFO', 'B00ELMXX20', 'B00BLUX5RI']
ADFJZR4ABFF14	1	['B005JHND2Q', 'B007Z0VYLM']
ADFKQEK4TP0TW	1	['B0094CX0PW', 'B006FZ1SVO']
ADFO3RCVTA15	1	['B00F6SVTQK']
ADFO3RCVTA15	3	['B000IN5ZHM']
ADFO3RCVTA15	6	['B005FPT380']
ADFQS81MLFSIJ	1	['B00AHSWET0']
ADFQS81MLFSIJ	11	['B00AHSWET0']
ADGIGEKDJNY4A	1	['B003UC8RVE', 'B004AJ8PG8']
ADGIGEKDJNY4A	10	['B000WKQ8LS']
ADGIGEKDJNY4A	23	['B004AJ8PG8']
ADGIGEKDJNY4A	6	['B001BKFMZ6']
ADGILRWD51KEU	1	['B004K2EJ7O']
ADGILRWD51KEU	12	['B00GQJ8588']
ADGQVINUFD4KJ	1	['B005YI02ME', 'B008EU7HRM', 'B005BYSV7O', 'B004I55OTA', 'B007Z0VXZY', 'B0097MF0PC', 'B005KDJF80', 'B006JW37K8']
ADGR5JJFX3PZS	1	['B008BQV93C']
ADGR5JJFX3PZS	25	['B007C5S3AU']
ADH0DABZ2QVSH	10	['B004W3LKZ0']
ADH0DABZ2QVSH	15	['B003UC93WQ']
ADHA1W879JNT0	1	['B0099YAWWO']
ADHA1W879JNT0	12	['B00BUF7EI0']
ADHA1W879JNT0	16	['B00332YPHQ', 'B0020NGY78']
ADHA1W879JNT0	31	['B001GJECR6']
ADHFHAIGVIZ5Y	1	['B00I3ULLNO']
ADHFHAIGVIZ5Y	12	['B00AGABISW', 'B00IGISO9C']
ADHFHAIGVIZ5Y	14	['B00IGISO9C']
ADHILOCIP0Q4A	1	['B00E486Q9I']
ADHJ17TY0DP04	1	['B006P2Y9EA', 'B00E24KTYM']
ADHJ17TY0DP04	15	['B006U2NNBU']
ADHR5QDBFP91Q	1	['B00BZFPR3O']
ADHR5QDBFP91Q	6	['B0028Q6QUW']
ADI6OEPKZHEHU	1	['B00C78W0ME', 'B005VXEVQA']
ADI6OEPKZHEHU	19	['B00C78W0ME']
ADI6OEPKZHEHU	24	['B00C78W0ME']
ADI9A11257ZRT	0	['B00AD5KK7K', 'B00AD5KDQ8']
ADI9A11257ZRT	1	['B002KG0HXW']
ADI9A11257ZRT	12	['B00BL5FBFW']
ADI9A11257ZRT	14	['B00AD5KDQ8']
ADID1UMRQMCB9	1	['B005JHLIBE']
ADIVBFHT5S4V9	1	['B005YFD6V6', 'B005GL09CC']
ADIVBFHT5S4V9	27	['B005VOFN0C']
ADJFJZVTMM2ZX	1	['B006PUSYBQ', 'B009IFU5P8']
ADJFJZVTMM2ZX	12	['B00ANW2MRE']
ADJMU59P33GV2	1	['B0066WVKKA']
ADK0599VREIJ	1	['B0097MF0PC', 'B006I0E2FA', 'B00974L0EA']
ADK0599VREIJ	23	['B00974L0EA']
ADK0599VREIJ	26	['B006I0E2FA']
ADK2CNKLIMDMP	1	['B009RNI82I', 'B00CQI0L9Y']
ADK2CNKLIMDMP	12	['B0061XLUJA', 'B00C5SMPA8']
ADK39YJ6KNTE5	1	['B004SGUWMI', 'B00526TWE2']
ADK39YJ6KNTE5	12	['B004Z25VQC']
ADK39YJ6KNTE5	13	['B00AZZOH04']
ADK39YJ6KNTE5	5	['B004Y6E5Z2']
ADKGE078JK8K7	1	['B007BTV2NW']
ADKIM2ECCR9CR	1	['B00A7HQ9SI', 'B00CJJSSWM']
ADKIM2ECCR9CR	11	['B00CJJSSWM']
ADKIM2ECCR9CR	5	['B008RZYN8A']
ADKO4MA9F61HQ	1	['B004K575E0', 'B008PTE98W']
ADKO4MA9F61HQ	2	['B0056C0KI4']
ADKO4MA9F61HQ	31	['B0054U58OY']
ADKT6LMOSKDLX	1	['B0090YGJ4I', 'B00974L0EA']
ADKT6LMOSKDLX	23	['B00974L0EA']
ADKXBC6D7XOYE	10	['B006IW98KM', 'B00JPNYF5O']
ADKXBC6D7XOYE	12	['B00C80S4W6']
ADKXBC6D7XOYE	13	['B00H99DB8S']
ADKXBC6D7XOYE	15	['B00H99DB8S']
ADKXBC6D7XOYE	17	['B00H99DB8S']
ADKXBC6D7XOYE	5	['B00DWKK6PE', 'B00H99DB8S']
ADKZ2C6WNK1GL	1	['B005ZVVJ1I']
ADKZ2C6WNK1GL	12	['B00F1QY71Q']
ADKZ2C6WNK1GL	13	['B00DRJTY44']
ADKZOXAOV8EXD	1	['B0093VGQY6', 'B001FSJACU', 'B0090YGJ4I']
ADKZOXAOV8EXD	27	['B005G606O8']
ADLBBN13D7TR5	1	['B00DD6I64A', 'B00BYJXGP2']
ADLBBN13D7TR5	15	['B0013G8PTS']
ADLBBN13D7TR5	34	['B0013G8PTS']
ADLLDAX5A56LU	6	['B001GD87QO']
ADLP6U3FUNG70	1	['B00DMKGPP4']
ADLP6U3FUNG70	12	['B0092QSQEK']
ADLP6U3FUNG70	27	['B00A8WJUB0']
ADLVFFE4VBT8	1	['B006WJ6YGW', 'B00ANALDWQ', 'B001UCIIU6', 'B000ROGDNM']
ADLVFFE4VBT8	10	['B00462QTA8', 'B001UC9NOQ']
ADLVFFE4VBT8	15	['B00CMSZ1IY', 'B00A5MO3HY', 'B005QCUWBO', 'B00CKZ70TM', 'B00F7ALJTY', 'B00D6Q5Z7I']
ADLVFFE4VBT8	16	['B005IDWIMM']
ADLVFFE4VBT8	17	['B00HHT9FL2']
ADLVFFE4VBT8	25	['B005EM9KRI']
ADLVFFE4VBT8	3	['B00CCWP93W']
ADLVFFE4VBT8	5	['B00DHEHC3E', 'B00DWKK6PE', 'B00B90GLTO', 'B00DE946G8', 'B00DHEE0ZW']
ADLVFFE4VBT8	6	['B004M5IUHY', 'B000PYJ4NK', 'B0007WWAGI', 'B0049SKHYS']
ADM2KFF1LEQIJ	12	['B0094AHQ6S']
ADM2KFF1LEQIJ	17	['B000PB8CQI']
ADM692NTK78JX	1	['B00EB3FZH0']
ADM692NTK78JX	6	['B000M92GLK']
ADM9DSJ9U7G9W	1	['B0018LJM5E']
ADM9DSJ9U7G9W	13	['B005B3RFTU']
ADMFMAVBS3IU8	15	['B005K7192G']
ADMFMAVBS3IU8	37	['B005K7192G']
ADMFMAVBS3IU8	5	['B005K7192G']
ADMG20HK1BEO7	1	['B005LVU37S', 'B0058O0ANU']
ADMG20HK1BEO7	19	['B0058O0ANU']
ADMN7R6DT38X0	1	['B00756MYLU', 'B006TKFWBW']
ADMN7R6DT38X0	15	['8288878881']
ADMN7R6DT38X0	3	['B005LBEGAI']
ADMQLZHQZMT1Y	1	['B004WMDTHS', 'B005LUBUT4', 'B0090YGJ4I']
ADN813KZ29SEB	1	['B00IO1Y4HW', 'B00J9PZGR4', 'B00J9LFBBY']
ADN813KZ29SEB	11	['B00J9PZGR4']
ADN813KZ29SEB	12	['B00IN9BZA4']
ADNDXUKHHGWHC	1	['B006VYODCK', 'B005JHIYLG', 'B006C9TI6K']
ADNFU64BQLWA4	31	['B00BW0XZO0']
ADNFU64BQLWA4	6	['B0093TSSGW']
ADNMLIGVHGPUH	1	['B00BQZWWKY', 'B0059DLLJC']
ADNQYYXBO49BP	1	['B00ESWBMMG']
ADNV5BVRAXGJL	1	['B005ZG0342']
ADNV5BVRAXGJL	10	['B00BOM4ZZO']
ADNWHMECHYI3J	1	['B004L3J48Q']
ADNX5XUR6MIMX	10	['B00EO5N6T4']
ADNX5XUR6MIMX	26	['B00CBWWWB0']
ADNX5XUR6MIMX	31	['B00ADDO3JI']
ADO1ZCE9QV7UR	1	['B00CIEHZI6', 'B00A7HQ9SI']
ADO1ZCE9QV7UR	13	['B008QBFD2K']
ADO1ZCE9QV7UR	26	['B00CIEHZI6']
ADO9A0TYX5GDU	27	['B005C31G1W']
ADO9A0TYX5GDU	3	['B005NBE75K']
ADOF1VKGDCBWF	1	['B00FJJ38HY', 'B00DH0JL2S', 'B00HANGW9I']
ADOF1VKGDCBWF	12	['B00BPDYVDS']
ADOF1VKGDCBWF	15	['B00CEZJT2E']
ADOF1VKGDCBWF	37	['B00CEZJT2E']
ADOF1VKGDCBWF	5	['B00CEZJT2E']
ADOFOPVYFBE8I	1	['B005AAVBVW']
ADOJP7RNRYAFG	15	['B00GN1YKBU', 'B00EK3UHS8']
ADOJP7RNRYAFG	17	['B00EK3UHS8']
ADOJP7RNRYAFG	5	['B00EK3UHS8']
ADOQEB6QHONTY	22	['B0012NVPTO']
ADOR3TR7GDF68	1	['B00DYTCV24', 'B0065EBHRA']
ADOR3TR7GDF68	11	['B0065EBHRA']
ADOR3TR7GDF68	12	['B004FSKVIE']
ADOR3TR7GDF68	28	['B007BDP0DQ']
ADOR3TR7GDF68	38	['B007BDP0DQ']
ADOWGBYHNPZYU	1	['B00DB0J0QQ', 'B006YJC7J8']
ADOWGBYHNPZYU	12	['B00DHOLQE0']
ADOWGBYHNPZYU	22	['B00DB0J0QQ']
ADOY28Y7J7FAA	1	['B00BW6GH76', 'B005V156CU']
